DateTime,ProfileName,GroupUrl,Status,Message,PostPreview
2025-05-26 06:20:41,FB1,https://www.facebook.com/groups/548634581993835,Failed,"Error during posting: stale element reference: stale element not found
  (Session info: chrome=136.0.7103.114); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#stale-element-reference-exception",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:20:57,FB1,https://www.facebook.com/groups/827337472333089,Failed,"Error during posting: session not created: probably user data directory is already in use, please specify a unique value for --user-data-dir argument, or don't use --user-data-dir (SessionNotCreated)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:21:16,FB1,https://www.facebook.com/groups/119193998719316,Failed,"Error during posting: session not created: probably user data directory is already in use, please specify a unique value for --user-data-dir argument, or don't use --user-data-dir (SessionNotCreated)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:21:26,FB1,https://www.facebook.com/groups/3107984135917675,Failed,"Error during posting: session not created: probably user data directory is already in use, please specify a unique value for --user-data-dir argument, or don't use --user-data-dir (SessionNotCreated)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:21:46,FB1,https://www.facebook.com/groups/119193998719316,Failed,"Error during posting: session not created: probably user data directory is already in use, please specify a unique value for --user-data-dir argument, or don't use --user-data-dir (SessionNotCreated)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:21:58,FB1,https://www.facebook.com/groups/dubaiapartment,Failed,"Error during posting: session not created: probably user data directory is already in use, please specify a unique value for --user-data-dir argument, or don't use --user-data-dir (SessionNotCreated)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:22:10,FB1,https://www.facebook.com/groups/dubaishorttermrentals,Failed,"Error during posting: session not created: probably user data directory is already in use, please specify a unique value for --user-data-dir argument, or don't use --user-data-dir (SessionNotCreated)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:22:16,FB1,https://www.facebook.com/groups/548634581993835,Failed,"Error during posting: no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=136.0.7103.114)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:22:24,FB1,https://www.facebook.com/groups/180827490738951,Failed,"Error during posting: no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=136.0.7103.114)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:22:34,FB1,https://www.facebook.com/groups/827337472333089,Failed,"Error during posting: no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=136.0.7103.114)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:23:12,FB1,https://www.facebook.com/groups/548634581993835,Failed,"Error during posting: session not created: probably user data directory is already in use, please specify a unique value for --user-data-dir argument, or don't use --user-data-dir (SessionNotCreated)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:23:24,FB1,https://www.facebook.com/groups/548634581993835,Failed,"Error during posting: session not created: probably user data directory is already in use, please specify a unique value for --user-data-dir argument, or don't use --user-data-dir (SessionNotCreated)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:23:38,FB1,https://www.facebook.com/groups/827337472333089,Failed,"Error during posting: session not created: probably user data directory is already in use, please specify a unique value for --user-data-dir argument, or don't use --user-data-dir (SessionNotCreated)",Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:30:28,FB1,https://www.facebook.com/groups/548634581993835,Success,Post completed successfully,Van Rental Available. Chill AC. Monthly & Daily Re...
2025-05-26 06:31:49,FB1,https://www.facebook.com/groups/548634581993835,Success,Post completed successfully,Van Rental Available. Chill AC. Monthly & Daily Re...
